id,label,tweet,original
5dcabb46dd8a420f9f1d5736,,"RT @JenAshleyWright: Well, Greta Thunberg is officially â€œsheâ€™d look prettier if she smiled moreâ€ years old. https://t.co/QSxcPgExCO",0
5dcaf691c14b24d0701c04c3,,RT @jephjacques: Greta Thunberg is quite literally speaking truth to power and every shitty old white person on the planet is mad that sheâ€¦,1
5dcaf691c14b24d0701c04bd,,RT @jephjacques: The only possible good that could come from civilization collapsing due to climate change is Cyborg Greta Thunberg personaâ€¦,1
5dcaf693c14b24d0701c04e1,,RT @jerseyh0mo: Seeing grown ass adults attack Greta Thunberg just shows how stupid the climate-deniers really are. You have no argument soâ€¦,1
5dcabb4edd8a420f9f1d57d4,,"RT @JesseFFerguson: Trump's wingers are FAR tougher on Greta Thunberg than they are on Vladimir Putin, Kim Jong Un or Mohammad bin Salman.",0
5dcabb39dd8a420f9f1d563a,,RT @JoeTalkShow: Greta Thunberg is a tool of the left and her parents and community are allowing her to be used as a puppet.  She didn't stâ€¦,0
5dcabb4edd8a420f9f1d57de,,RT @JohnRMoffitt: â€œPeople are suffering. People are dying. Entire ecosystems are collapsing. We are in the beginning of a mass extinction.â€¦,0
5dcabb4cdd8a420f9f1d57bd,,"RT @JohnWHuber: I donâ€™t care if sheâ€™s 16. Greta Thunberg is woefully uninformed about energy &amp; climate, likely has mental health issues, anâ€¦",0
5dcabb4cdd8a420f9f1d57b1,,"RT @JordanUhl: Holy shit

Michael Knowles of Daily Wire just called Greta Thunberg a ""mentally ill Swedish child.""

@ChristopherHahn tore iâ€¦",1
5dcca76af372816fadd094f3,,RT @julientaming: I support her 200%. https://t.co/EJ0qdKvD0T,1
5dcca5952af0a5955a8223ea,,RT @JulieReichwein1: And guess who Hillary Clinton Says is â€˜Scaredâ€™ of Greta Thunberg Now?-It isnâ€™t Laura Loomer https://t.co/KV9po8WrJDâ€¦,1
5dcabb4add8a420f9f1d578d,,"RT @justcalma: Small island nations are charging forward w/ climate action and calling on others to follow their lead, while ""most of the mâ€¦",1
5dcabb48dd8a420f9f1d5764,,RT @KaivanShroff: Watching countless Republican men over 40 bully Greta Thunberg â€” a 16-year-old girl with Aspergers who is literally brougâ€¦,0
5dcabb46dd8a420f9f1d573d,,"RT @KanielaIng: â€œPeople are dying. Entire ecosystems are collapsing.

We are at the beginning  of a mass extinction.

Yet all you can talkâ€¦",0
5dcabb4fdd8a420f9f1d57e9,,"RT @kate_manne: Giving hope, whatever the grim truth of the matter, is a feminine-coded pseudo-obligation that is far too seldom questionedâ€¦",0
5dcabb49dd8a420f9f1d577f,,RT @Kate3015: How dare you?: Thunberg thunders https://t.co/Us4qoXaK6r Anyone who knows anything about living with people with Aspergers seâ€¦,0
5dcaf689c14b24d0701c0424,,"RT @katrussen: Greta Thunberg is 15, she has asperger's, is speaking in her second language, in front of the United Nations on a topic sheâ€¦",0
5dcca65ef372816fadd0949d,,RT @katy_merrifield: Who will get the warmer greeting in the PMâ€™s office: Greta Thunberg or Jason Kenney? Where is the declaration of an ecâ€¦,0
5dcaf694c14b24d0701c04f3,,RT @kelly2277: â¤ï¸ðŸŒŽ â¤ï¸Congratulations to Swedish teen activist Greta Thunberg who is nominated for a Nobel Prize for her work on climate chaâ€¦,1
5dcabb4cdd8a420f9f1d57ba,,"RT @Kokomothegreat: ""HOW DARE YOU!"" ðŸ’™

""You have stolen my dreams and my childhood with your empty words,""  Greta Thunberg tells the UN. ""Wâ€¦",0
5dcaf68fc14b24d0701c049d,,RT @kumparan: Greta the Great! https://t.co/Ol5HsIeKjY,1
5dcabb50dd8a420f9f1d580a,,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the oceanâ€¦",0
5dc8858d678e6d23f7706571,,"RT @la_cates: A huge, angry, Greta Thunberg, looming big over San Francisco... https://t.co/5A6lNrNSkb",0
5dcaf692c14b24d0701c04d1,,"RT @larwoolf: Photo of the day!
#Trump and #GretaThunberg NO COMMENT https://t.co/118M0bJcFU",1
5dcabb4ddd8a420f9f1d57c5,,RT @Lateralist76: Greta Thunberg stares at a piece of human garbage with the withering contempt it deserves.  https://t.co/NompWNvQGC,0
5dcabb3edd8a420f9f1d5690,,RT @lesleyabravanel: I am in awe of this young woman. In a world plagued by vapid vanity and world leaders completely devoid of a moral fabâ€¦,0
5dcaf688c14b24d0701c0417,,RT @Liz_Wheeler: Trump ignores Greta Thunberg. ðŸ¤£ðŸ‡ºðŸ‡¸ https://t.co/phY7lKfbHj,0
5dcabb41dd8a420f9f1d56db,,RT @LoriCardille: I dedicate this photo to Greta Thunberg. I call it DEFIANCE.  You are amazing Greta and we are with you. Thank you for beâ€¦,0
5dc88580678e6d23f7706567,,RT @MamoudouNDiaye: didn't she explicitly say she wants change not idolatry? https://t.co/7iLCeSFnP4,0
5dcaf67fc14b24d0701c0369,,"RT @Mandalorian_Ren: Michael Knowles calls Greta Thunberg ""mentally ill"". Let me tell him as a mother of a son with autism to fuck right ofâ€¦",0
5dcca718f372816fadd094db,,"RT @manny_ottawa: â€œItâ€™s freezing in Canada and USA, I think I went to far in stopping Global Warming â€. @GretaThunberg 

Greta Thunberg toâ€¦",0
5dcca699f372816fadd094b4,,"RT @manny_ottawa: â€œItâ€™s freezing in Canada and USA, I think I went to far in stopping Global Warming â€. @GretaThunberg 

Greta Thunberg toâ€¦",0
5dcaf682c14b24d0701c03a5,,RT @margowithan_o: I am EXTREMELY inspired by Greta Thunberg's refusal to smile or make jokes throughout all this media coverage. To see aâ€¦,0
5dcaf683c14b24d0701c03bf,,"RT @MarkDice: Teenage activist Greta Thunberg is very upset that climate change has ""stolen her dreams"" and ruined her childhood. https://tâ€¦",1
5dcabb49dd8a420f9f1d5773,,RT @MarkDice: This brat Greta Thunberg makes me want to start dumping my trash in the ocean  https://t.co/HJIR3pDkpH,0
5dcaf681c14b24d0701c0391,,"RT @maroontito: *Greta Thunberg, a climate change activist calling out the current US government for lack of action* 

Pinoys: Wow! Such anâ€¦",0
5dcaf683c14b24d0701c03be,,RT @mathieuvonrohr: What a GIF #Greta #Trump https://t.co/8PPTOVZVIi,0
5dc8859b678e6d23f770657b,,RT @MatthewACherry: Iâ€™m waiting on the @LittleMissFlint mural myself https://t.co/wp9MvLT5Df,1
5dcaf681c14b24d0701c0394,,"RT @MattWalshBlog: China emits more carbon dioxide than the US, UK, France, Spain, Germany, Poland, Italy, and every other EU country COMBIâ€¦",0
5dcaf683c14b24d0701c03bd,,"RT @MattWalshBlog: It may be a smart political move to traumatize children with these End Times prophecies, but it is morally abominable

hâ€¦",1
5dcaf686c14b24d0701c03f6,,"RT @maykamaykaba: Reality check: The Filipino youth have been fighting for our environment, but the sad thing here is that unlike Greta Thuâ€¦",0
5dcaf689c14b24d0701c041c,,"RT @MetcalfeMegan: Sorry, unpopular opinion again, but this whole Greta Thunberg thing is a crock too. It's disgusting to use children to fâ€¦",1
5dcaf686c14b24d0701c03e9,,"RT @michaelmalice: Live footage of Greta Thunberg addressing the UN

#HowDareYou https://t.co/XwEjghnQ65",0
5dcabb4fdd8a420f9f1d57eb,,"RT @MichaelSkolnik: Greta Thunberg. 

The whole speech. 

Watch every second of it. 

#UNGA  https://t.co/mXjm4L6OXj",1
5dcabb4ddd8a420f9f1d57be,,"RT @MichaelSpring17: 16 year old Greta Thunberg made an inspiring, compelling speech at the World Climate Summit. Much to the embarrassmentâ€¦",0
5dcabb50dd8a420f9f1d57ff,,"RT @michinara3: Greta Thunberg ""We are in the beginning of a mass extinction and all you can talk about is money and fairy tales of eternalâ€¦",0
5dcaf690c14b24d0701c04b0,,"RT @MikeCarlton01: ...which will no doubt bring forth another torrent of puerile abuse from Blot, Fido Kenny, Albrechtsen and the usual socâ€¦",0
5dcca5932af0a5955a8223e9,,"RT @MimiProbably: Greta met the PM in Montreal and hasn't spent the last decade taking every opportunity to denigrate him, sometimes quiteâ€¦",1
5dcaf681c14b24d0701c038d,,"RT @MirrorNow: 16-year-old Climate Activist #GretaThunberg has a message for all

Listen in as she addresses the #UNClimateActionSummit 

@â€¦",0
5dcaf686c14b24d0701c03f9,,"RT @mitchellvii: Greta Thunberg says we have ""stolen her childhood!""

Really? Did someone kidnap her and bring her here?",1
5dcabb48dd8a420f9f1d5767,,RT @mitchellvii: SO I'M JUST ASSUMING SHE SWAM TO AMERICA? Far-Left Climate Extremist Greta Thunberg Snaps: â€˜We Are In The Beginning Of A Mâ€¦,0
5dcaf686c14b24d0701c03ed,,"RT @mitchellvii: This week, Greta Thunberg has told us:

1) Our house is on fire.
2) Entire ecosystems are collapsing.
2) We are on the briâ€¦",0
5dcaf67ec14b24d0701c0364,,"RT @mmpadellan: Over the past few years, Melania trump has masqueraded as an anti-bullying, ""Be Best"" advocate.

In the past few days, Consâ€¦",0
5dcabb4fdd8a420f9f1d57f9,,"RT @mmpadellan: The Climate Change Denier in Chief wants a Nobel Peace Prize, but his admin has overturned almost all of Obama's environmenâ€¦",0
5dcabb45dd8a420f9f1d5720,,RT @MohamedMOSalih: All in favour of Greta Thunberg for the Nobel Peace Prize ðŸ™‹â€â™‚ï¸,1
5dcabb4add8a420f9f1d5785,,RT @molly_knight: The very worst men on the Internet are rightfully terrified of sixteen-year-old Greta Thunberg and it is glorious.,1
5dcca6fff372816fadd094d3,,"RT @MPRnews: 2.5 months after she arrived in New York Harbor, Greta Thunberg set â›µï¸sailâ›µï¸ back to Europe. 
https://t.co/pc7PZpc3SW",1
5dcabb50dd8a420f9f1d5807,,"RT @MrAndyNgo: Greta Thunberg, who suffers from an anxiety disorder, tells world leaders at the UN: â€œYou have stolen my dreams and my childâ€¦",0
5dc8853b678e6d23f770652a,,RT @MrAndyNgo: I thought this was Putin. https://t.co/hOuQSmVPpn,0
5dcaf698c14b24d0701c054c,,"RT @mrbenjaminlaw: "" ... representatives from other countries had noticed Australia's absence ...""

""It is very obvious who is absent fromâ€¦",0
5dcabb41dd8a420f9f1d56cb,,"RT @murrayb560sl: Question:
Why do right-wing men hate Greta Thunberg and Alexandria Ocasio-Cortez so much? ðŸ¤”    .......Researchers have soâ€¦",0
5dcabb50dd8a420f9f1d57fc,,"RT @MyDaughtersArmy: We are all Greta Thunberg.
 https://t.co/dEyjsfTOJE",1
5dcabb3cdd8a420f9f1d566f,,"RT @NBCNews: WATCH: Greta Thunberg passionately shares her message to world leaders at #UNGA:

""We'll be watching you ... You'll come to usâ€¦",1
5dcabb4cdd8a420f9f1d57bc,,"RT @Neoavatara: ""...nearly 30% of voters now claim to believe itâ€™s â€œat least somewhat likelyâ€ that the earth will become uninhabitable andâ€¦",0
5dc8854c678e6d23f7706536,,RT @Neoavatara: Paint is a major contributor to pollution... https://t.co/Hz3RaxIQqD,0
5dcaf696c14b24d0701c0512,,"RT @NewsHour: WATCH: ""How dare you? You have stolen my childhood and my dreams with your empty words,"" climate activist Greta Thunberg toldâ€¦",0
5dcabb4bdd8a420f9f1d57a9,,RT @NewYorker: Greta Thunberg speaks directly to world leaders at the U.N. Climate Action Summit. #UNGA https://t.co/JyMP5khECb,1
5dcabb46dd8a420f9f1d5734,,"RT @Nicoxw1: EMMY AWARD

Donald Trump: 0
Colin Kaepernick: 1

NOBEL PEACE PRIZE

Donald Trump: 0
Barack Obama: 1
Greta Thunberg: 1

POPULARâ€¦",1
5dcaf682c14b24d0701c03a9,,"RT @nlghtlovers: The fact that there are people that believe Donald Trump needs a Nobel peace prize award over Greta Thunberg...... 

The râ€¦",0
5dcaf696c14b24d0701c051f,,RT @NMag_CT: The abuse Greta Thunberg has to endure from climate deniers is a disgrace. This little girl is incredibly brave to stand thereâ€¦,1
5dcabb50dd8a420f9f1d5801,,"RT @NPR: ""We are in the beginning of a mass extinction, and all you can talk about is money and fairy tales of eternal economic growth. Howâ€¦",0
5dcca4f22af0a5955a8223d2,,"RT @NPR: After two and a half months in the U.S., Swedish climate activist Greta Thunberg has set sail to Europe.

She plans to attend theâ€¦",1
5dcabb4ddd8a420f9f1d57c1,,"RT @nprpolitics: ""You have stolen my dreams, and my childhood with your empty words, and yet I'm one of the lucky ones. People are sufferinâ€¦",0
5dcabb3edd8a420f9f1d569d,,"RT @nprpolitics: WATCH: Greta Thunberg delivered a stirring speech about climate change to world leaders at the United Nations. 

""This isâ€¦",1
5dcaf683c14b24d0701c03ad,,"RT @nycjayjay: â€œWe are at the beginning of a mass extinction event.â€ 
â€” Greta Thunberg https://t.co/06dorNYxHR",1
5dcabb4edd8a420f9f1d57e4,,"RT @nytimes: Greta Thunberg speaks at the UN climate summit: ""You all come to us young people for hope? How dare you!""
Read more: https://tâ€¦",0
5dcca6ecf372816fadd094cd,,"RT @nytimes: Greta Thunberg will sail to Spain, where she hopes to arrive in time for the next round of U.N.-sponsored climate talks https:â€¦",1
5dcaf689c14b24d0701c0427,,"RT @ohboywhatashot: Why is this part of #GretaThunberg speech not being broadcast by mainstream media?

#ClimateStrike 

https://t.co/4plySâ€¦",0
5dcaf689c14b24d0701c0423,,RT @OhNoSheTwitnt: Trump mocked Greta Thunberg for trying to combat climate change making it the first time he ever went after a teenage giâ€¦,0
5dcabb3cdd8a420f9f1d566e,,"RT @OliverMcGee: Retweet #GretaThunberg is a #ClimateChange Actor Play Acting at @UN!

TO SPEAK TO HER ELDERS SO HARSHLY at #ClimateActionSâ€¦",1
5dcaf685c14b24d0701c03dd,,"RT @OliverMcGee: Retweet #GretaThunberg is a #ClimateChange Actor Play Acting at @UN!

TO SPEAK TO HER ELDERS SO HARSHLY at #ClimateActionSâ€¦",0
5dcaf680c14b24d0701c037b,,"RT @os4185: FOX News Guest Michael Knowles Calls Climate Activist Greta Thunberg a ""Mentally Ill"" Child -- Liberal Hack EXPLODES! (VIDEO) hâ€¦",1
5dcabb45dd8a420f9f1d572e,,"RT @owillis: Greta Thunberg shames the world at the United Nations for failing on climate. ""How dare you."" - powerful stuff https://t.co/0dâ€¦",0
5dcabb4ddd8a420f9f1d57cf,,RT @Padilla_Cury: @TheEconomist Climate Change? Or NWO dark agenda? #GretaThunberg https://t.co/1X8TjDyNCd,0
5dcabb48dd8a420f9f1d5768,,RT @Palle_Hoffstein: It's hard to describe the importance of Greta Thunberg here in Sweden. Swedes are incredibly proud of her while also bâ€¦,1
5dcaf687c14b24d0701c0406,,"RT @papermagazine: Thank you, @GretaThunberg for fighting for our planet when you shouldn't have to. #GretaThunberg #HowDareYou https://t.câ€¦",0
5dcca6e0f372816fadd094c9,,"RT @PaulEDawson: â€œThe Hambach Forest is so important because itâ€™s so symbolic,â€

â€œI have visited coal mines before, but this was so huge anâ€¦",1
5dcca54e2af0a5955a8223dd,,"RT @PaulEDawson: How petty, how small, how childish do those politicians with the temerity to attack Greta Thunberg look!

She speaks for sâ€¦",0
5dcabb50dd8a420f9f1d580b,,RT @PhillipAdams_1: I nominate Greta Thunberg as Australian of the Year,1
5dc8858f678e6d23f7706572,,RT @piersmorgan: Why are they turning her into Vladimir Putin? https://t.co/LNJFUqa7io,0
5dc88530678e6d23f7706524,,RT @Piping_Shrike: The Greta Thunberg of the 1980s. (have I got this wrong?) https://t.co/7i061xdTcI,0
5dcca73bf372816fadd094e8,,RT @Plaqster: @JewelsMaga45 @DariusVolket Her &amp; Greta need to go to a deserted island.,0
5dcaf695c14b24d0701c0510,,"RT @politvidchannel: POWERFUL VIDEO

Greta Thunberg at UN on Global warming""I shouldnâ€™t be up here. I should be in school on the other sideâ€¦",1
5dcaf695c14b24d0701c0507,,RT @Polkameister: I must admit it is quite a contrast as the same Canadian liberal lefties who tell us 16 year old Greta Thunberg must be lâ€¦,0
5dcabb51dd8a420f9f1d5816,,"RT @prageru: Despicable. 

Leftists are telling children, like Greta Thunberg, that climate change is going to kill them and everyone theyâ€¦",0
5dcaf690c14b24d0701c04a9,,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint withâ€¦,0
5dcca64ff372816fadd09495,,"RT @PrisonPlanet: Yes, the public really loves her. Thatâ€™s why Germans across the entire country are affixing bumper stickers to their carsâ€¦",1
5dc8854a678e6d23f7706535,,"RT @ProfStrachan: Awesome 

Giant #GretaThunberg mural to watch over #SanFrancisco

""I hope with this mural people will realize we have toâ€¦",1
5dcca6dbf372816fadd094c5,,"RT @ProudGayPatriot: Is it wrong to hope this little Hansel and Gretel chick hits an iceberg on her way there?

https://t.co/YgYhksWAgR",0
5dcabb4edd8a420f9f1d57d6,,"RT @ProudResister: Trump: â€œClimate change is a hoax.â€

Greta Thunberg: â€œEntire ecosystems are collapsing. We are in the beginning of a massâ€¦",0
5dcaf67fc14b24d0701c0367,,"RT @Pun_Starr: #GretaThunberg spoke well on climate change. But she's still a kid, not an expert. She doesn't know, ""shardi badh nahi rahi,â€¦",0
5dcaf690c14b24d0701c04b1,,"RT @PurpleIsCovfefe: Swedish Teen Screams at World Leaders at UN Climate Summit, â€˜You Have Stolen My Childhoodâ€¦ How Dare You!â€™ ðŸ˜¯ I'm like,â€¦",0
5dcabb44dd8a420f9f1d5707,,"RT @QBlueSkyQ: @realDonaldTrump UN was founded by Communists &amp; #CFR members whose goal is a socialist one world government #NWO
Rockefellerâ€¦",0
5dc88536678e6d23f7706527,,RT @qgotnorings: liberal idolatry in place of structural change is one of the best ways to co-opt a movement/growing sentiment. https://t.câ€¦,0
5dcaf690c14b24d0701c04b8,,RT @radiosweden: Greta Thunberg's glare at Donald Trump goes goes viral https://t.co/DpQb2re0Zu https://t.co/ELux8I0MiW,0
5dcca6e0f372816fadd094c8,,RT @radisson52: @rurallife57 @QMEUP2 And that boat was made in most part from carbon fibers and  plastic which isnâ€™t ecological at all! ðŸ™„ hâ€¦,0
5dcca671f372816fadd094a6,,RT @radisson52: Greta Thunberg to sail again after climate talks relocate to Spain â€“ National Post https://t.co/nb0Iep4reQ,1
5dcabb4edd8a420f9f1d57e0,,RT @rdrhwke: Just curious. What makes her an expert to begin with? And why isn't she in China screaming at them? They're the worst polluterâ€¦,0
5dcabb50dd8a420f9f1d580e,,"RT @RealCandaceO: One day, #GretaThunberg will realize that she is a victim of child abuse, not climate change. 

I genuinely find the videâ€¦",0
5dcaf686c14b24d0701c03f5,,RT @RealSaavedra: The media is using Greta Thunberg as a political pawn to push their radical climate agenda which is *not* about the envirâ€¦,0
5dcabb4fdd8a420f9f1d57fa,,RT @RealSaavedra: This speech by far-left activist Greta Thunberg is absolute madness https://t.co/RFyIPZlajQ,0
5dcabb41dd8a420f9f1d56d2,,RT @redsteeze: Malala was shot in the head by radical Islamists for going to school. Greta Thunberg traveled on a million-dollar yacht loanâ€¦,0
5dcabb3ddd8a420f9f1d567b,,"RT @redsteeze: When you hide behind teenage kids like David Hogg and Greta Thunberg and use them for human shields like you are now, what yâ€¦",0
5dcabb3bdd8a420f9f1d5652,,"RT @RepAdamSchiff: Greta Thunberg, at 16 years old, has more courage and moral clarity on climate change than an entire room full of worldâ€¦",1
5dcabb4ddd8a420f9f1d57d0,,RT @ResisterSiano: Raise your hand if you think Greta Thunberg is more intelligent than every member of the GOP.,0
5dcabb50dd8a420f9f1d5803,,RT @Reuters: A visibly emotional @GretaThunberg said in stern remarks at the opening of the United Nations Climate Action Summit that the gâ€¦,0
5dcabb40dd8a420f9f1d56b7,,RT @Reuters: 'How dare you? You have stolen my dreams and my childhood.' - Greta Thunberg addresses the UN https://t.co/fednieolmr https://â€¦,0
5dcaf685c14b24d0701c03df,,"RT @revrrlewis: right-wing media: ""greta thunberg is obviously a pawn of adults exploiting her youth for politics, how else do kids come toâ€¦",0
5dcaf684c14b24d0701c03d1,,"RT @RichardAngwin: Here's the real reason Trump is mocking Greta Thunberg

#Greta4NobelPrize #ClimateStrike #Resist #Trump #1u #tcot #magaâ€¦",0
5dcaf684c14b24d0701c03c3,,"RT @rickoshea: So it seems the new thing is to suggest that @GretaThunberg has a ""mental illness"" because she has Aspergers Syndrome.

It'sâ€¦",1
5dcabb50dd8a420f9f1d5805,,"RT @Robbytreeroot: ""If world leaders choose to fail us, my generation will never forgive them"" ~ Greta Thunberg

#ClimateCastrophe #HippysRâ€¦",0
5dcaf695c14b24d0701c050b,,RT @RobMax4: Right-winger gets destroyed for comparing Greta Thunberg to the Nazis https://t.co/5h7igEvvnx,0
5dcaf690c14b24d0701c04b2,,RT @RonPlacone: Chelsea Clinton thanking Greta Thunberg is like if Wayne LaPierreâ€™s kid thanked David Hogg https://t.co/b67jxsmfkn,1
5dcaf688c14b24d0701c0410,,"RT @RonSexsmith: All these jerks who say without any evidence that Greta Thunberg is some kind of scripted puppet for the left
need to go Fâ€¦",0
5dc88535678e6d23f7706526,,"RT @roxmo: Jesus Christ! Poor San Franciscans, having to look at this idiot with that reprehending look on her face. https://t.co/PH0JcJxZQc",0
5dcabb3add8a420f9f1d563d,,RT @Rschooley: Weird how some people who have a conniption if even the name of Trump's youngest son is mentioned in a tweet seem pretty okaâ€¦,0
5dcaf689c14b24d0701c0425,,"RT @RutiRegan: Can people please remember that 
Greta Thunberg is a teenager who is asking us to listen to scientists and not make it aboutâ€¦",0
5dcabb4fdd8a420f9f1d57e7,,"RT @RutiRegan: Can people please remember that 
Greta Thunberg is a teenager who is asking us to listen to scientists and not make it aboutâ€¦",1
5dcca756f372816fadd094ef,,RT @ryxcommar: Peak California liberalism is painting a mural honoring a 16 year-old climate activist within a year of her rise to prominenâ€¦,1
5dcca675f372816fadd094a7,,"RT @SaraKAhmed: If youâ€™re teaching about Greta, teach about Autumn as well. 

Activist since she was 8
Beautiful storyteller
Nominated forâ€¦",0
5dcabb4bdd8a420f9f1d57a1,,RT @SBSNews: A video clip of US President Donald Trump walking past teen climate activist Greta Thunberg in the corridors of the United Natâ€¦,0
5dcabb45dd8a420f9f1d5726,,RT @sbstryker: Greta Thunbergâ€™s glare at Donald Trump is giving me the energy to get through this Monday https://t.co/xdM0rdI2ln,1
5dcaf682c14b24d0701c03ac,,"RT @Seems3r: Another Malala in making!
#GretaThunberg
https://t.co/U4hFZpj5Ga",0
5dcabb45dd8a420f9f1d571d,,"RT @SenWhitehouse: At some point, will old, right-wing men stop trolling Greta Thunberg?  

Itâ€™s really gotten gross. I guess when your morâ€¦",0
5dcabb46dd8a420f9f1d573e,,"RT @SenWhitehouse: Worse still, itâ€™s systematic. This is how climate deniers roll. 
https://t.co/hUUxkawc5X",1
5dcaf686c14b24d0701c03ee,,"RT @SethMacFarlane: Fox â€” The company I work with. Really classy, guys. Proud to be a part of the team. Jesus H. Christ.
https://t.co/MlSGpâ€¦",0
5dcabb3ddd8a420f9f1d5679,,RT @SethMacFarlane: Sheâ€™s 1000% correct. Whatâ€™s being advocated is not new. Itâ€™s the accelerated wholesale transformation of an entire induâ€¦,1
5dcaf689c14b24d0701c0422,,"RT @SikhFeminist: The ableist right wing attacks on Greta Thunberg are some of the most vile forms of hatred I have ever seen. Shame, shameâ€¦",1
